id,archivo_nuevo,archivo_original,n_copias,anio,autor_principal,pais,titulo,tipo,tipo_desc,tecnologia,dominio,poblacion,relacion,relacion_desc,keywords,doi,abstract
061,2026_Dong_augmenting-creativity-ML.pdf,Augmenting-Human-Creativity-with-Machine-Learning_2026_Association-for-the-Advancement-of-Artificial-Intelligence.pdf,1,2026,Dong,Estados Unidos,Augmenting Human Creativity with Machine Learning,CONF,Ponencia (conferencia),IA generativa (human-centered),"creación de música, audio y vídeo",general,C,C - Metodo/Contexto,,,"The Fortieth AAAI Conference on Artificial Intelligence (AAAI-26) Augmenting Human Creativity with Machine Learning Hao-Wen Dong University of Michigan hwdong@umich.edu Generative AI has been transforming the way we interact with technology and consume content. The recent successes of LLM-based chatbots and AI assistants have showcased how AI-powered technology can augment human creativity and boost human productivity. Generative AI technology will soon reshape how we create music, audio and video content in entertainment, commercial and educational fields, including the music, film, TV, podcast and gaming sectors. Despite the successes of generative AI in certain fields, it has however been challenging to integrate generative AI into professional creative workflows for content creation for several reasons: 1) new application domains may require new generative models; 2) professionals need assistive tools that augment their creativity and productivity in addition to fully automated tools; 3) certain media require handling multimodal data streams at the same time. My research aims to address these challenges and augment human creativity with machine learning. I develop human-centered generative AI technology that can be integrated into professional creative workflows, with a focus on music, audio, and video creation. My long-term goal is to lower the barrier of entry for content creation and democratize professional content creation for everyone. In this talk, I will survey my"
062,2025_Wu_XR-construction-training.pdf,CSCE_CRC_2025_FinalPaper-PDF_295.pdf,1,2025,Wu,Canada,Joint CSCE Construction Specialty & CRC Conference 2025 Conférence conjointe spécialisée en construction de la SCGC et CRC-2025,RS,Revision sistematica,realidad extendida / IA generativa de contenido,formación en construcción,general,D,D - Marginal,,,": Extended Reality (XR) based training applications designed for the construction environment is rapidly gaining popularity, but creating high-quality content remains a significant challenge. Traditional content generation methods, such as manual 3D modeling, paper-based checklist creation, the creation of static training simulations, reliance on pre-recorded video and 2D diagrams for instruction, and manual annotation of 3D models for training purposes, are timeconsuming, require specialized skills, and are often cost-prohibitive, limiting scalability and accessibility. While other industries have successfully implemented automation and artificial intelligence (AI) for content creation, the construction field continues to rely heavily on manual processes. By learning from advancements and best practices in other fields, the construction industry can overcome these challenges and unlock the full potential of XR for training its workforce. This systematic review analyzes and synthesizes the current literature on content generation techniques for XR-based training. It examines different content generation methods, identifies some benefits and challenges, and explores their potential suitability for various training domains and objectives. The review explores content generation methods, XR technology platforms, interaction types, and learning environments, with a focus on their potential to inform best practices for construction. Following PRISMA guidelines, the review included "
063,2025_Kelmendi_childrens-choral-songs-culture.pdf,Childrens-Choral-Songs-as-a-SocioCultural-Tool-in-Shaping-Collective-Consciousness_2025_Universidade-Federal-de-Goias (1).pdf,2,2025,Kelmendi,Kosovo,Childrens Choral Songs as a SocioCultural Tool in Shaping Collective Consciousness,EMP,Empirico/Experimental,—,canto coral infantil,niños,C,C - Metodo/Contexto,"music pedagogy, emotional development, choral education, cultural heritage, national identity.",10.5216/mh.v25.82418,": The relevance of the topic is determined by the need to preserve cultural identity in the context of globalization and the importance of music for the development of emotional intelligence, social skills, and aesthetic perception in children. The aim of this study was to investigate the impact of choral singing on the development of a child’s personality, specifically in the formation of collective consciousness, social integration, and the preservation of cultural traditions. To analyse the development of choral art in Kosovo and its impact on children, historical-chronological and sociocultural approaches and surveys were used. These methods allowed the exploration of the evolution of choral tradition, its role in shaping national identity, and the emotional intelligence of children. The study’s results showed that choral singing has a positive impact on children’s development. Most participants (85%) reported enjoying their participation in the choir, and 78% stated that it helps them make new friends. Teachers (90%) emphasized that choral singing develops communication skills, discipline, and fosters national consciousness. 75% of children believe that the choir helps them better understand other cultures, confirming the role of music as a tool for intercultural dialogue. Innovative Música Hodie. 2025, v.25, e82418 Música Hodie | ISSN: 2317-6776 DOI: 10.5216/mh.v25.82418 methods, such as interactive exercises, multimedia use, creative approaches to the repertoire, and i"
065,2026_Zhang_folk-music-teaching-multimodal-ML.pdf,Comprehensive-evaluation-of-folk-music-teaching-effects-based-on-multimodal-machine-learning_2026_Springer-Nature (1).pdf,3,2026,Zhang,China,Comprehensive evaluation of folk music teaching effects based on multimodal machine learning,TEC,Propuesta tecnica/Modelo,"ML multimodal (voz + música + gesto, MFCC/CNN)",música folclórica (evaluación),estudiantes,A,A - Nucleo,"Folk music teaching, Multimodal learning, Speech emotion recognition, Tone analysis, Gesture detection, Teaching evaluation",10.1007/s44163-026-00923-y,"Folk music teaching emphasizes both cultural preservation and emotional expression, making its evaluation complex. Conventional single-modality methods, relying only on audio or textual feedback, often fail to capture the interplay between performance accuracy, tonal quality, and student engagement. To overcome these limitations, this study proposes a Hybrid Multimodal Sentiment-Tone Analysis (HMSTA) framework that integrates speech, music, and gesture analysis to provide a holistic evaluation. The framework employs wavelet filtering for noise reduction, and music notes are normalized and categorized into types for consistent tonal representation. Mel-Frequency Cepstral Coefficients (MFCCs) are extracted from audio signals and serve as feature inputs for Convolutional Neural Networks (CNNs) that classify emotions and analyze tonal patterns. For music tone evaluation, MFCCbased features are compared against reference notes to assess pitch accuracy and rhythm stability. In parallel, gesture engagement is measured using CNN-based pose estimation to capture expressive movement during teaching and learning sessions. A multimodal attention-based fusion model integrates these features to provide synchronized, real-time assessments of both teacher delivery and student response. Experimental validation on a multimodal folk music teaching dataset of 200 sessions demonstrates that HMSTA achieves high evaluation accuracy across emotion recognition, pitch analysis, and cultural authentici"
068,2026_Wang_music-education-big-data.pdf,Construction-and-Empirical-Study-of-Music-Education-Model-Based-Upon-Big-Data-and-Relevance-Theory_2026_IGI-Global.pdf,1,2026,Wang,China,Construction and Empirical Study of Music Education Model Based Upon Big Data and Relevance Theory,EMP,Empirico/Experimental,"big data (K-means, regresión, Apriori)",educación musical,estudiantes,B,B - Relevante,"Big Data, Relevance, Music Education, Teaching Mode, Learning Analysis, Personalized Learning",10.4018/IJWLTT.409032,"In the era of big data, music education faces the challenge that traditional teaching modes cannot meet students’ individual needs. This study aims to integrate big data technology with Connectivism learning theory to construct and validate a new “big data + music education” teaching model. K-means clustering, linear regression, and Apriori association rule mining are applied to systematically evaluate the effectiveness of the model. The study develops a student-centered, data-driven, and intelligently matched teaching ecosystem; designs a whole-process instructional framework covering pre-class, in-class, and post-class stages; and establishes a multidimensional dynamic evaluation mechanism based on process data. This study verifies the practical value of big data technology in improving instructional precision and personalization in music education while providing a replicable and scalable theoretical framework and practical reference for art education reform in the context of educational informatization. "
069,2026_Yao_music-curriculum-AI-vocational.pdf,Construction-and-Practice-of-the-Music-Curriculum-System-in-Artificial-Intelligence-Scenes-for-Normal-Majors-in-Higher-Vocational-Colleges_2026_IGI-Global.pdf,1,2026,Yao,China,Construction and Practice of the Music Curriculum System in Artificial Intelligence Scenes for Normal Majors in Higher Vocational Colleges,EMP,Empirico/Experimental,inteligencia artificial,currículo de educación musical vocacional,estudiantes,B,B - Relevante,"Higher Vocational Colleges, Normal Class, Artificial Intelligence, Music, Curriculum System, Construct",10.4018/JCIT.410613,"With the development of artificial intelligence, traditional music curricula for music education majors at Chinese vocational colleges can no longer meet diverse teaching needs. This article focuses on the deep integration of artificial intelligence and music teaching; through in-depth analysis of existing music teaching modes, it finds shortcomings in traditional curricula. Based on this analysis, the article constructs a music curriculum suitable for the actual needs of Chinese vocational colleges and highlights the advantages of artificial intelligence technology. The actual effect of the proposed curriculum was verified with experiments showing that the newly constructed music curriculum effectively stimulated students’ learning enthusiasm, improved students’ music skills and practical abilities, and improved students’ innovative thinking and overall quality. This study provides a reference for curriculum construction in higher vocational normal colleges and has theoretical significance and practical value. "
070,2025_Luo_personalized-path-vocal-music-cloud.pdf,Construction-of-a-personalized-learning-path-for-vocal-music-teaching-through-cloud-platform-in-college-music-courses_2025_Cerebration-Science-Publishing.pdf,1,2025,Luo,China,Construction of a personalized learning path for vocal music teaching through cloud platform in college music courses,TEC,Propuesta tecnica/Modelo,algoritmo de colonia de hormigas,canto (rutas de aprendizaje),estudiantes,B,B - Relevante,ant colony algorithm; personalized learning path; vocal music teaching; cloud platform,10.70917/ijcisim-2025-0234,": How to effectively use artificial intelligence technology to achieve the purpose of optimizing teaching resources and realizing personalized teaching has become an important research field. In this paper, with the help of development software, the functional modules, database and interface of the music teaching cloud platform are designed respectively, and the music teaching cloud platform is finally constructed. In view of the application prospect of ant colony algorithm in personalized learning path, in this regard, ant colony algorithm is introduced into the music teaching cloud platform to realize the personalized learning path planning and recommendation for vocal music teaching. Finally, the form of algorithm comparison is used to verify and analyze the method of this paper. The output results of the three algorithms are 0.7436, 0.6972, 0.6751 respectively, indicating that the priority of the ant colony algorithm is greater than the genetic algorithm and simulated annealing algorithm in the personalized learning path of vocal music teaching. "
071,2022_UmanJuarez_genAI-student-creativity-risks.pdf,Contribution_331_final_a.pdf,1,2022,UmanJuarez,Peru,"Steve Jason Umán Juarez2 ; Carmen Rosa Hurtado Laura de Mera3 ; Giovanna Irayda Alcántara Cuba de Byrne4 ; Luis Alberto Byrne Jaramillo5 , Kenji Alberto Chung Sanchez1",SCOP,Scoping review,IA generativa,creatividad universitaria,universitario,C,C - Metodo/Contexto,"- Artificial intelligence, Creativity, Higher education, Generative technologies",10.18687/LEIRD2025.1.1.331,"– Despite the growing use of generative artificial intelligence (AI) in higher education, there remains a limited critical understanding of its effects on key formative dimensions such as creativity. While its benefits are widely acknowledged, the associated risks have been insufficiently explored. In response to this gap, the present study conducted a scoping review aimed at identifying and analyzing the main negative effects of exposure to AI-generated content on student creativity. The methodological approach followed Arksey and O’Malley’s framework, complemented by the PRISMA 2020 diagram. The search was carried out in the Scopus database, restricted to openaccess documents in English and Spanish, published between 2022 and 2025. From an initial set of 1,234 records, 26 studies met the inclusion criteria for full analysis. The findings were categorized into six emerging dimensions: cognitive, emotional, ethical, pedagogical, social, and technical. Common patterns included loss of divergent thinking, reduced originality, creative dependency, demotivation, and the deterioration of critical judgment. It is concluded that the negative impact of AI on creativity is neither uniform nor inevitable, but rather conditioned by the pedagogical, ethical, and formative frameworks guiding its use. "
072,2026_Usero_CNN-computer-vision-editorial.pdf,Convolutional-Neural-Networks-and-Computer-Vision_2026_Multidisciplinary-Digital-Publishing-Institute-MDPI.pdf,1,2026,Usero,España,Convolutional Neural Networks and Computer Vision,EDIT,Editorial,CNN / visión por computador,visión por computador,general,C,C - Metodo/Contexto,,10.3390/app16147271,"Editorial Convolutional Neural Networks and Computer Vision Luis Usero 1 , Juan P. Llerena 1,2 and Miguel A. Patricio 2,* 1 Cognitive Science Research Group, Universidad de Alcalá, 28805 Alcalá de Henares, Madrid, Spain; luis.usero@uah.es (L.U.); jp.llerena@uah.es (J.P.L.) 2 Applied Artificial Intelligence Group, Computer Science and Engineering Department, Universidad Carlos III de Madrid (ROR Code 03ths8210), 28270 Colmenarejo, Madrid, Spain * Correspondence: mpatrici@inf.uc3m.es Received: 16 July 2026 Accepted: 20 July 2026 Published: 21 July 2026 Copyright: © 2026 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license. 1. Introduction The rapid development of artificial intelligence has transformed computer vision from a predominantly laboratory-oriented discipline into a broad family of deployable technologies for sensing, interpretation, decision support, and process automation. This evolution has been supported by substantial advances in convolutional neural networks (CNNs), transformer-based architectures, attention mechanisms, self-supervised representation learning, and task-specific optimization strategies. Rather than being displaced by newer architectural paradigms, convolutional models have continued to evolve through the incorporation of modern training procedures, large receptive fields, improved normalization mechanisms, and self-s"
073,2025_AlmeidaMonge_divergent-thinking-higher-education.pdf,Cultura-22(9s)-7.pdf,1,2025,AlmeidaMonge,Ecuador,Divergent thinking in higher education (2004-2024): systematic literature review and global bibliometric analysis,BIB,Analisis bibliometrico,ScientoPy / VOSviewer / Biblioshiny,pensamiento divergente en educación superior,universitario,C,C - Metodo/Contexto,. Divergent thinking; creativity; higher education; bibliometrics; bibliometrics; systematic review; artificial intelligence.,,"Objective: This review maps the scientific production on divergent thinking in higher education (2004-2024) in order to identify thematic trends, effective pedagogical strategies, and persistent research gaps affecting curricular innovation and institutional policies. Design/methodology/approach. The study combines a PRISMA-2020 systematic review with a dual-source bibliometric analysis. A corpus of 1024 articles and reviews was retrieved from Web of Science and Scopus. ScientoPy, VOSviewer and Biblioshiny were used to obtain indicators of productivity, collaborative networks, keyword co-occurrence and thematic evolution. Fifty highly cited studies were examined in depth to synthesize the empirical evidence. Findings: The literature is growing at an annual rate of 20.5% and is dominated by twelve macro-themes grouped around cognitive processes, interdisciplinary pedagogies and digital environments. The United States, China and Russia lead in production and citations, while Thinking Skills and Creativity and Creativity Research Journal concentrate the greatest impact. Systemic theories that integrate personal traits, contextual resources and sociocultural validation prevail. Interdisciplinary, collaborative, and technology-enhanced interventions, including generative AI, consistently increase fluency, flexibility, and originality, although ethical and methodological challenges remain. Longitudinal data on employability are scarce. Originality: This is the first study to triang"
074,2025_Zhou_leadership-chinese-higher-education.pdf,Decoding leadership in Chinese higher education  a systematic review of insights and innovations  2016 2025.pdf,1,2025,Zhou,Malasia,"To cite this article: Shulin Zhou, Aida Hanim Binti Hamid & Bity Salwana Binti Alias (2025) Decoding leadership in Chinese h",RS,Revision sistematica,—,liderazgo en educación superior china,general,D,D - Marginal,Leadership; Chinese higher education; systematic literature review; Guanxi; Leadership development,10.1080/2331186X.2025.2590832,"This systematic review examines leadership styles in Chinese higher education institutions (HEIs), utilizing 24 studies published between 2016 and 2025, filtered from 14,068 articles via PRISMA-compliant selection. Most studies employ quantitative methods, complemented by qualitative and mixed-method approaches. The analysis reveals that leadership in Chinese HEIs is significantly shaped by organizational trust, psychological capital, gratitude, work engagement, and psychological safety. Contextual factors such as organizational culture, guanxi, team dynamics, empowerment, and generational differences emerge as critical moderators. Based on these insights, several key strategies are proposed to enhance leadership effectiveness, including strong communication, constructive feedback, effective remote management, and gender equality promotion. Bridging rural–urban divides, improving crisis management, and integrating advanced technologies are also highlighted as essential future directions. This review not only synthesizes current research but also identifies gaps, offering a roadmap for advancing leadership development in Chinese HEIs. ARTICLE HISTORY Received 30 May 2025 Revised 9 August 2025 Accepted 29 October 2025 "
075,2026_Li_DRL-music-learning-pathways.pdf,Deep-Reinforcement-Learning-for-Personalised-Music-Learning-Pathways_2026_Springer-Science-and-Business-Media-Deutschland-GmbH (1).pdf,2,2026,Li,China,Deep Reinforcement Learning for Personalised Music Learning Pathways,TEC,Propuesta tecnica/Modelo,"deep reinforcement learning (MDP, curriculum-aware)",educación musical (rutas de aprendizaje),learners,A,A - Nucleo,Deep reinforcement learning · Multimodal learner modelling · Adaptive computing · Human-centred AI,10.1007/s40745-026-00689-1,"Personalised music education necessitates adaptive instruction that responds to each learner’s evolving skill set, emotional state, and stylistic preferences. Yet, most existing intelligent tutoring systems and AI-driven platforms are limited in their ability to address the sequential, expressive, and affective complexity inherent in music learning. This paper presents a novel Deep Reinforcement Learning (DRL) framework designed to overcome these limitations through real-time multimodal learner modelling, affect-cognitive reward optimisation, and policy adaptation via ensemble methods and curriculum-aware exploration. The proposed approach formalises the instructional process as a Markov Decision Process (MDP), utilising a rich, multidimensional learner state that encompasses musical proﬁciency, practice behaviour, affective signals (including engagement and frustration), and individual learning style. Notably, the framework intro-duces a dual-reward mechanism that balances musical task performance with emotional engagement, thereby promoting sustained learner motivation. Policy learning is further enhanced by employing an ensemble of Actor— Critic agents, coordinated by a curriculum-based scheduler to facilitate smoother skill progres-sion and improved generalisation across diverse learner proﬁles. Empirical results from both simulated environments and controlled pilot studies indicate that the proposed method signiﬁcantly outperforms baseline DRL and conventional adap-tive "
077,2026_Li_DL-personalized-path-music-education.pdf,Deep-learningbased-personalized-learning-path-planning-and-optimization-model-for-music-education_2026_Springer-Nature (1).pdf,2,2026,Li,China,Deep learningbased personalized learning path planning and optimization model for music education,TEC,Propuesta tecnica/Modelo,red neuronal profunda + atención (ALS-EDNN-ATT),educación musical (rutas de aprendizaje),novato/intermedio/avanzado,A,A - Nucleo,"Music education, Personalized learning path, Vocal music teaching, Path recommendation, ALS-EDNN-ATT",10.1007/s44163-026-01115-4,"Music education is an art that emphasizes the perception, expression, and personalized cultivation of musical skills. Traditional approaches often fail to address individual differences in students’ learning pace, style, engagement, and domainspecific skill mastery. To overcome these limitations, this research proposes a Personalized Learning Path Planning and Optimization Model for Music Education. The model integrates the Artificial Lizard Search-driven Enriched deep neural networks with Attention mechanism (ALS-EDNN-ATT) framework to dynamically recommend personalized learning paths. Experiments were conducted on a structured music learning dataset comprising prior knowledge attributes, vocal and instrumental performance accuracy, learning preferences, practice behavior, and engagement indicators collected across novice, intermediate, and advanced learners. Data were normalized using min–max scaling.The EDNN serves as the predictive backbone, while the attention mechanism emphasizes domain-relevant features to improve learning behavior prediction. Learning outcomes are framed as a multiclass classification problem, where vocal learners are categorized as novice (pre-test < 50), intermediate (50–75), and advanced (> 75), and instrumental learners as novice (< 3 years), intermediate (3–5 years), and advanced (> 5 years). The ALS optimization continuously evaluates progress, engagement, and feedback to adapt learning modules, task difficulty, and practice frequency. The exper"
079,2026_Li_DL-music-score-recognition-OMR.pdf,Deep-learningdriven-automatic-music-score-recognition-and-digital-transcription-algorithm_2026_Springer-Nature (1).pdf,2,2026,Li,China,Deep learningdriven automatic music score recognition and digital transcription algorithm,TEC,Propuesta tecnica/Modelo,Transformer + CNN (OMR),transcripción de partituras,general,B,B - Relevante,,10.1007/s43926-026-00332-8,"Automatic music score recognition, also known as Optical Music Recognition (OMR), is required for transforming printed or handwritten sheet music to a digital, editable version. Traditional rule-based OMR systems often fail under complex staff layouts, noise, and stylistic variations, resulting in reduced transcription reliability. This research proposes a deep learning framework named Transformer-based Convo Memory Network optimized with Locust Swarm Algorithm (TCMN-LSA) to enhance recognition accuracy, convergence stability, and robustness across diverse music manuscripts. The model is trained and evaluated using the Sheet Music Transformer dataset, which includes the GrandStaff and Camera-GrandStaff subsets containing real-world distortions. Preprocessing improves image consistency using Z-score normalization and Wiener filtering. The TCMN-LSA architecture integrates a CNN feature extractor for spatial symbol detection, a Transformer encoder to model contextual dependencies, and an LSTM module for temporal sequence learning. A Transformer-based decoder produces structured symbolic notation. The Locust Swarm Algorithm (LSA) performs adaptive optimization, improving convergence efficiency and reducing parameter instability. Connectionist Temporal Classification (CTC) enables alignment-free transcription for variable-length polyphonic inputs. Experiments are performed using Python, TensorFlow, and PyTorch, ensuring highperformance training and large-scale batch processing. Ev"
081,2024_Leon-Garrido_evaluation-instrument-mobile-music-apps.pdf,Design-and-validation-of-an-evaluation-instrument-for-mobile-music-apps-through-expert-judgment_2024_Universidad-de-Oviedo.pdf,1,2024,Leon-Garrido,España,Design and validation of an evaluation instrument for mobile music apps through expert judgment,EMP,Empirico/Experimental,apps móviles musicales,evaluación de apps musicales,docentes/expertos,B,B - Relevante,"aplicación informática, educación musical, evaluación, instrumento de medida, juicio.",10.17811/rifie.20620,"El avance de la tecnología educativa ha generado una creciente preocupación por la evaluación de los recursos tecnológicos existentes. De hecho, se ha observado un incremento del uso de los smartphones, en los que se utilizan diversas apps para satisfacer las necesidades de los usuarios: redes sociales, ocio, tiempo libre, compras, inclusive educativas. Por estos motivos, se procedió a diseñar un instrumento de evaluación para evaluar apps móviles para el aprendizaje de la Educación Musical, el cual se sometió a una evaluación mediante la técnica del juicio de expertos. Participaron un total de 43 docentes, de los cuales 38 fueron considerados expertos; mientras que cinco no obtuvieron el nivel de experticia. El instrumento está estructurado en cuatro secciones: introducción, dimensión técnica-estética; pedagógica-funcional, y, musical. Los resultados obtenidos en una sola ronda indicaron que es altamente adecuado para evaluar apps móviles, obteniendo una media superior a tres con cinco puntos sobre un máximo de cuatro. Este estudio demuestra que el instrumento de evaluación es muy positivo para que los docentes puedan evaluar apps móviles utilizadas en la Educación Musical para integrarlas en sus aulas, proporcionando una base sólida, efectiva y eficiente para evaluación recursos tecnológicos aplicados a dicha área. "
082,2025_Solorzano_character-design-children-music-games.pdf,Design-strategies-in-creating-characters-for-educational-childrens-video-games-The-MIDIMusical-Case_2025_Universitat-Autonoma-de-Barcelona.pdf,1,2025,Solorzano,Ecuador,Design strategies in creating characters for educational childrens video games The MIDIMusical Case,EMP,Empirico/Experimental,videojuegos educativos,educación musical infantil,niños,A,A - Nucleo,"Juegos serios; educación; niños; diseño gráfico, arquetipos; escenografías",10.5565/rev/grafica.374,"El diseño de personajes como embajadores de mensaje y la creación de escenografías atractivas en los videojuegos educativos, son esenciales para garantizar su efectividad de uso. Este estudio se enfoca en la educación musical infantil apoyada en la implementación de una serie de videojuegos llamada MIDI-Musical. Metodologías cualitativas como Design Thinking, consideradas como aspectos claves en investigación aplicada al diseño, respaldan la creación de sus personajes, arquetipos y escenarios, garantizando producciones bien informadas. Con base en los resultados, se busca fortalecer la conexión entre aprendizaje y diversión dentro del contexto educativo musical, potenciando nuevas investigaciones relacionadas con videojuegos serios infantiles. "
083,2026_Arkhrust_digital-composition-preservice-ghana.pdf,Digital-technology-adoption-and-perceived-barriers-in-music-composition-education-among-preservice-music-teachers-in-Ghanaian-Colleges-of-Education_2026_Discover.pdf,1,2026,Arkhrust,Ghana,Digital technology adoption and perceived barriers in music composition education among preservice music teachers in Ghanaian Colleges of Education,EMP,Empirico/Experimental,tecnología digital de composición,composición musical (formación docente),futuros docentes,B,B - Relevante,,10.1007/s44217-026-02013-8,"Digital technology has transformed music composition pedagogy in well-resourced educational contexts worldwide. In sub-Saharan Africa, however, the adoption of digital composition tools in preservice music teacher education is poorly understood. Limited indexed empirical literature appears to address preservice music teachers’ perceptions of digital technology in music composition education within Ghanaian Colleges of Education directly. This qualitative study addressed three research questions: (1) How do preservice music teachers at a Ghanaian College of Education perceive digital technology in music composition education? (2) What barriers do they encounter in adopting digital composition tools? (3) To what extent do they and their institution feel prepared for technology integration in composition teaching? Three research questions were retained because each addresses a distinct dimension of adoption—perceptual, structural, and institutional—that a single question cannot capture adequately. We used an interpretivist qualitative design with 22 final-year preservice music teachers at Abetifi Presbyterian College of Education in Ghana’s Eastern Region. Data were collected through semi-structured interviews, classroom observations, and curriculum document review, and were analysed using reflexive thematic analysis [6, 7] with NVivo 14. Five themes emerged. Participants recognised the pedagogical value of digital composition tools — particularly realtime aural feedback and cre"
084,2026_Badger_genAI-chatbots-student-learning.pdf,EJ1494030.pdf,1,2026,Badger,Dinamarca,The Impact of GenAI Chatbots on Student Learning in Higher Education: A Literature Review,RS,Revision sistematica,IA generativa (chatbots),educación superior,universitario,C,C - Metodo/Contexto,Artificial Intelligence Generative AI Chatbots Student learning Higher education,10.46328/ijte.5111,"The integration of generative AI (GenAI) chatbots in Higher Education raises questions about the impact of the new technology on student learning. This systematic literature review synthesizes findings from 49 empirical studies published between 2022 and 2024, focusing on how GenAI chatbots influence key dimensions of student learning, including motivation, engagement, self-efficacy, self-regulation, comprehension, critical thinking, problem-solving, and learning performance. Results indicate that GenAI chatbots can enhance learning by providing personalized support, immediate feedback, and opportunities for self-directed learning. However, concerns persist regarding over-reliance on AI, reduced critical thinking, and academic integrity. The review highlights that guided and pedagogically sound integration of GenAI tools is essential to maximize benefits and mitigate risks. These findings underscore the importance of developing AI literacy and ethical usage guidelines to support meaningful and equitable learning experiences in Higher Education. "
085,2025_Nguyen_AR-STEM-education-bibliometric.pdf,EU-JER_14_1_73.pdf,1,2025,Nguyen,Vietnam,Applying Augmented Reality Technology in STEM Education: A Bibliometrics Analysis in Scopus Database,BIB,Analisis bibliometrico,realidad aumentada,educación STEM,general,C,C - Metodo/Contexto,"Augmented reality, bibliometrics, Scopus, STEM education.",10.12973/eu-jer.14.1.73,": Augmented reality offers diverse potential applications for STEM education, enabling students to engage directly with virtual elements in real-time and providing them with immersive, natural experiences. This study conducted a bibliometric analysis of articles on this topic on the Scopus database to determine some quantitative information, such as general information about publications, countries, institutions, authors with the most contributions, and key trends in applying augmented reality technology in STEM education. An analysis of 201 studies published from 2005 to 2023 using Biblioshiny software and VOSviewer reveals that the United States leads in the number of studies conducted on this issue. Kryvyi Rih National University, Ukraine, has the most studies. The authors who contributed the most studies with the most citations on this issue are Lindner, C. and Rienow, A. from Ruhr University Bochum, Germany. Two primary research trends emerge, focusing on how Augmented Reality technology is utilized, particularly in STEM fields like Chemistry, which combines learning forms with other learning support tools and media such as mobile applications. Secondly, integrating augmented reality and virtual reality technologies into STEM programs at the university level, design of games, and virtual tools. This study offers important data for researchers looking to explore future applications of augmented reality technology within STEM education. "
086,2026_Lyu_preschool-teacher-music-curriculum.pdf,Educational-review-of-preschool-teacher-music-curriculum-at-Southwest-University_2026_Malque-Publishing.pdf,1,2026,Lyu,Tailandia,Educational review of preschool teacher music curriculum at Southwest University,EMP,Empirico/Experimental,—,currículo de música (formación docente preescolar),preescolar,C,C - Metodo/Contexto,"early childhood instruction, music teaching strategies, practical pedagogy, teacher preparation programs, educational innovation",10.31893/multirev.2026080,"Music education is crucial for nurturing preschool-aged children’s development, as it aids in their cognitive, emotional, and social skills. Southwest University in China is one of the leading institutions in teacher education and offers dedicated courses on music education for preschool teacher training; however, its practicality is still under scrutiny. This study aims to provide a comprehensive evaluation of the music instruction offered in the context of preschool educator preparation at Southwest University. Conducted from April 2023 to May 2025, the research utilized a mixed-methods approach that included curriculum document analysis, structured interviews with nine key informants, and survey data from 110 participating students and instructors. From the analysis, the curriculum developed from aesthetic and praxial music education theory was found to contain an imbalanced emphasis on theoretical knowledge, with insufficient attention to hands-on application, cultural diversity, and digital competency. Many students reported that theoretical content was disconnected from practice and challenging to translate into effective classroom instruction, especially given limited opportunities for real-world teaching experience. Interview findings also revealed a general lack of confidence in implementing music instruction aligned with the developmental needs of young children. Feedback strongly supported the implementation of an applied pedagogical framework that integrates forma"
087,2025_DelPinoQuispe_music-ADHD-children.pdf,Effects+of+music+on+the+treatment+of+attention+deficit+and+hyperactivity+disorder+(ADHD)+in+children+and+adolescents.pdf,1,2025,DelPinoQuispe,Peru,Effects of music on the treatment of attention deficit and hyperactivity disorder (ADHD) in children and adolescents: a systematic rev,RS,Revision sistematica,—,musicoterapia en TDAH,niños y adolescentes,C,C - Metodo/Contexto,music; ADHD; self-esteem; social skills; anxiety.,10.51798/sijis.v6i3.1058,"Background: attention deficit hyperactivity disorder (ADHD) is a mental condition that encompasses a compendium of persistent difficulties, such as difficulty concentrating, hyperactivity, and impulsive behavior, which is why musical activities are currently used to address it. Methods: this study is based on a systematic review to analyze the effects of music in the management of attention deficit hyperactivity disorder (ADHD) in children and adolescents. The exploration was supported by Boolean operators in ERIC, Scopus, PubMed, and Google Scholar databases, considering academic articles and technical documents endorsed by specialists, published between 2014 and 2024 in English and Spanish. Results: starting from 756 articles initially collected. In the initial review, selection criteria were applied, which allowed 24 documents to be specified for the final analysis; Conclusions: among the main effects of music on ADHD, it can be treated as a non-pharmacological therapy that improves the level of concentration, raises self-esteem, intervenes in the progressive development of social skills, and promotes control of hyperactivity and directs people towards reducing anxiety states. "
